timestamp,power_w,temperature_c,gpu_util_pct,memory_used_mib,graphics_clock_mhz,memory_clock_mhz
2026/07/30 23:10:48.341, 351.49, 65, 79, 93151, 2452, 13365
2026/07/30 23:10:49.414, 349.08, 65, 77, 93151, 2445, 13365
2026/07/30 23:10:50.490, 350.27, 65, 73, 93151, 2482, 13365
2026/07/30 23:10:51.561, 350.12, 64, 75, 93151, 2467, 13365
2026/07/30 23:10:52.637, 349.74, 64, 74, 93151, 2460, 13365
2026/07/30 23:10:53.709, 350.64, 65, 74, 93151, 2475, 13365
2026/07/30 23:10:54.783, 350.40, 65, 75, 93151, 2437, 13365
2026/07/30 23:10:55.856, 349.14, 64, 75, 93151, 2460, 13365
2026/07/30 23:10:56.930, 350.84, 65, 77, 93151, 2490, 13365
2026/07/30 23:10:58.004, 331.50, 65, 73, 93151, 2715, 13365
2026/07/30 23:10:59.081, 350.90, 64, 76, 93151, 2452, 13365
2026/07/30 23:11:00.149, 350.26, 64, 76, 93151, 2430, 13365
2026/07/30 23:11:01.221, 349.26, 65, 74, 93151, 2452, 13365
2026/07/30 23:11:02.297, 350.74, 64, 76, 93151, 2430, 13365
2026/07/30 23:11:03.369, 349.57, 65, 77, 93151, 2430, 13365
2026/07/30 23:11:04.444, 350.75, 65, 76, 93151, 2452, 13365
2026/07/30 23:11:05.519, 350.30, 64, 73, 93151, 2467, 13365
2026/07/30 23:11:06.594, 350.04, 64, 77, 93151, 2460, 13365
2026/07/30 23:11:07.675, 350.26, 64, 78, 93151, 2415, 13365
2026/07/30 23:11:08.758, 349.59, 65, 78, 93151, 2460, 13365
2026/07/30 23:11:09.833, 350.37, 65, 73, 93151, 2437, 13365
2026/07/30 23:11:10.913, 349.74, 64, 78, 93151, 2437, 13365
2026/07/30 23:11:11.990, 349.31, 65, 72, 93151, 2475, 13365
2026/07/30 23:11:13.065, 349.93, 65, 71, 93151, 2460, 13365
2026/07/30 23:11:14.144, 350.11, 65, 73, 93151, 2475, 13365
2026/07/30 23:11:15.221, 350.39, 64, 74, 93151, 2460, 13365
2026/07/30 23:11:16.292, 349.44, 64, 75, 93151, 2460, 13365
2026/07/30 23:11:17.370, 350.48, 65, 76, 93151, 2437, 13365
2026/07/30 23:11:18.444, 350.27, 65, 79, 93151, 2452, 13365
2026/07/30 23:11:19.518, 349.42, 65, 73, 93151, 2475, 13365
2026/07/30 23:11:20.594, 350.18, 64, 74, 93151, 2482, 13365
2026/07/30 23:11:21.665, 349.99, 65, 71, 93151, 2475, 13365
2026/07/30 23:11:22.735, 349.93, 65, 78, 93151, 2430, 13365
2026/07/30 23:11:23.810, 349.76, 64, 77, 93151, 2497, 13365
2026/07/30 23:11:24.887, 350.69, 65, 72, 93151, 2497, 13365
2026/07/30 23:11:25.964, 350.50, 65, 73, 93151, 2460, 13365
2026/07/30 23:11:27.039, 349.59, 64, 74, 93151, 2482, 13365
2026/07/30 23:11:28.115, 350.03, 65, 74, 93151, 2475, 13365
2026/07/30 23:11:29.190, 350.17, 65, 72, 93151, 2490, 13365
2026/07/30 23:11:30.264, 349.90, 65, 77, 93151, 2460, 13365
